county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,108,200,55,363
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,80,180,46,306
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,442,192,243,877
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,415,189,240,844
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,27,3,4,34
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,23,5,6,34
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,15,4,2,21
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,14,5,1,20
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Write-in,,1,0,0,1
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,2,0,2
Delta,"Escanaba Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,217,116,79,412
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,88,187,46,321
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,94,190,54,338
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,421,186,244,851
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,412,176,226,814
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,14,2,3,19
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,11,2,5,18
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,13,4,2,19
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,30,18,4,52
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,7,7,2,16
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Write-in,,3,0,1,4
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,249,124,89,462
Delta,"Escanaba Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",County Prosecuting Attorney,,Lauren Wickman,Republican,566,299,292,1157
Delta,"Escanaba Township, Precinct 1",County Prosecuting Attorney,,Write-in,,7,1,3,11
Delta,"Escanaba Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,98,148,43,289
Delta,"Escanaba Township, Precinct 1",County Sheriff,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",County Sheriff,,Todd M. Tardiff,Republican,576,302,296,1174
Delta,"Escanaba Township, Precinct 1",County Sheriff,,Write-in,,4,3,4,11
Delta,"Escanaba Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",County Sheriff,,Under Vote Count,,91,143,38,272
Delta,"Escanaba Township, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",County Clerk and Register of Deeds,,Nancy Kolich Przewrocki,Republican,567,300,302,1169
Delta,"Escanaba Township, Precinct 1",County Clerk and Register of Deeds,,Write-in,,4,2,1,7
Delta,"Escanaba Township, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,100,146,35,281
Delta,"Escanaba Township, Precinct 1",County Treasurer,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",County Treasurer,,Sherry Godfrey,Republican,556,291,291,1138
Delta,"Escanaba Township, Precinct 1",County Treasurer,,Write-in,,3,1,3,7
Delta,"Escanaba Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",County Treasurer,,Under Vote Count,,112,156,44,312
Delta,"Escanaba Township, Precinct 1",County Road Commissioner,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",County Road Commissioner,,Bob Aschbacher,Democrat,307,281,157,745
Delta,"Escanaba Township, Precinct 1",County Road Commissioner,,Mark Asselin,Democrat,241,235,105,581
Delta,"Escanaba Township, Precinct 1",County Road Commissioner,,Write-in,,31,3,8,42
Delta,"Escanaba Township, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",County Road Commissioner,,Under Vote Count,,763,377,406,1546
Delta,"Escanaba Township, Precinct 1",County Drain Commissioner,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",County Drain Commissioner,,Dean Auger,Republican,548,284,292,1124
Delta,"Escanaba Township, Precinct 1",County Drain Commissioner,,Write-in,,5,1,1,7
Delta,"Escanaba Township, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",County Drain Commissioner,,Under Vote Count,,118,163,45,326
Delta,"Escanaba Township, Precinct 1",County Surveyor,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",County Surveyor,,Terence S. Wanic,Republican,549,291,295,1135
Delta,"Escanaba Township, Precinct 1",County Surveyor,,Write-in,,4,1,1,6
Delta,"Escanaba Township, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",County Surveyor,,Under Vote Count,,118,156,42,316
Delta,"Escanaba Township, Precinct 1",County Commissioner 2nd  District,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",County Commissioner 2nd  District,,Patrick D. Johnson,Republican,558,290,294,1142
Delta,"Escanaba Township, Precinct 1",County Commissioner 2nd  District,,Write-in,,5,1,2,8
Delta,"Escanaba Township, Precinct 1",County Commissioner 2nd  District,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",County Commissioner 2nd  District,,Under Vote Count,,108,157,42,307
Delta,"Escanaba Township, Precinct 1",Escanaba Township Supervisor,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Escanaba Township Supervisor,,Tom Rymkos,Republican,577,297,293,1167
Delta,"Escanaba Township, Precinct 1",Escanaba Township Supervisor,,Write-in,,6,1,4,11
Delta,"Escanaba Township, Precinct 1",Escanaba Township Supervisor,,Over Vote Count,,1,0,1,2
Delta,"Escanaba Township, Precinct 1",Escanaba Township Supervisor,,Under Vote Count,,87,150,40,277
Delta,"Escanaba Township, Precinct 1",Escanaba Township Clerk,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Escanaba Township Clerk,,Theresa Chenier,Republican,583,300,295,1178
Delta,"Escanaba Township, Precinct 1",Escanaba Township Clerk,,Write-in,,5,2,2,9
Delta,"Escanaba Township, Precinct 1",Escanaba Township Clerk,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Escanaba Township Clerk,,Under Vote Count,,83,146,41,270
Delta,"Escanaba Township, Precinct 1",Escanaba Township Treasurer,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Escanaba Township Treasurer,,Kim Knauf Wyckoff,Republican,569,295,295,1159
Delta,"Escanaba Township, Precinct 1",Escanaba Township Treasurer,,Write-in,,6,2,3,11
Delta,"Escanaba Township, Precinct 1",Escanaba Township Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Escanaba Township Treasurer,,Under Vote Count,,96,151,40,287
Delta,"Escanaba Township, Precinct 1",Escanaba Township Trustee,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Escanaba Township Trustee,,Alfred Gareau,Democrat,189,254,100,543
Delta,"Escanaba Township, Precinct 1",Escanaba Township Trustee,,Ann LaBumbard,Republican,497,247,266,1010
Delta,"Escanaba Township, Precinct 1",Escanaba Township Trustee,,Nathan Paul Neumeier,Republican,414,178,223,815
Delta,"Escanaba Township, Precinct 1",Escanaba Township Trustee,,Write-in,,4,1,1,6
Delta,"Escanaba Township, Precinct 1",Escanaba Township Trustee,,Over Vote Count,,2,0,0,2
Delta,"Escanaba Township, Precinct 1",Escanaba Township Trustee,,Under Vote Count,,236,216,86,538
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,309,122,166,597
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,203,192,93,488
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Write-in,,5,1,2,8
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,154,133,77,364
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,247,201,92,540
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,257,111,160,528
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Write-in,,9,1,2,12
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,1,1
Delta,"Escanaba Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Under Vote Count,,158,135,83,376
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Stephen L. Borrello,,426,220,185,831
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Write-in,,10,1,3,14
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Under Vote Count,,235,227,150,612
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,421,224,174,819
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Write-in,,13,1,5,19
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Under Vote Count,,237,223,159,619
Delta,"Escanaba Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Judge of Probate Court,,Perry R. Lund,,455,234,221,910
Delta,"Escanaba Township, Precinct 1",Judge of Probate Court,,Write-in,,10,1,1,12
Delta,"Escanaba Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,206,213,116,535
Delta,"Escanaba Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Dennis L. Hopkins,,169,110,89,368
Delta,"Escanaba Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Terri Mileski,,278,218,119,615
Delta,"Escanaba Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Steven D. Soderman,,394,201,186,781
Delta,"Escanaba Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Write-in,,10,1,3,14
Delta,"Escanaba Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Over Vote Count,,0,0,2,2
Delta,"Escanaba Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Under Vote Count,,491,366,277,1134
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Philip J. DeMay,,245,190,126,561
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Diane L. Godfrey,,165,91,63,319
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,John Malnar,,187,139,92,418
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Jesse Seger,,254,130,98,482
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Steven J. Tackman,,299,202,163,664
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Steven Viau,,213,110,92,415
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Write-in,,17,1,1,19
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Gladstone Area Schools Board Member,,Under Vote Count,,633,481,379,1493
Delta,"Escanaba Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Yes,,441,334,215,990
Delta,"Escanaba Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,No,,200,82,106,388
Delta,"Escanaba Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Under Vote Count,,30,32,17,79
Delta,"Escanaba Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Ballots Cast,,671,448,338,1457
Delta,"Escanaba Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Yes,,458,301,231,990
Delta,"Escanaba Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,No,,174,106,86,366
Delta,"Escanaba Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Over Vote Count,,1,0,0,1
Delta,"Escanaba Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Under Vote Count,,38,41,21,100
Delta,"Escanaba Township, Precinct 2",President,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",President,,Kamala D. Harris / Tim Walz,Democrat,93,130,24,247
Delta,"Escanaba Township, Precinct 2",President,,Donald J. Trump / JD Vance,Republican,320,154,102,576
Delta,"Escanaba Township, Precinct 2",President,,Chase Oliver / Mike ter Maat,Libertarian,2,0,0,2
Delta,"Escanaba Township, Precinct 2",President,,Randall Terry / Stephen E. Broden,U.S. Taxpayers,1,0,0,1
Delta,"Escanaba Township, Precinct 2",President,,Jill Stein / Rudolph Ware,Green,1,0,0,1
Delta,"Escanaba Township, Precinct 2",President,,"Robert F. Kennedy, Jr. / Nicole Shanahan",Natural Law,1,5,2,8
Delta,"Escanaba Township, Precinct 2",President,,Cornel West / Melina Abdullah,No Party Affiliation,1,2,0,3
Delta,"Escanaba Township, Precinct 2",President,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",President,,Under Vote Count,,1,1,2,4
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Elissa Slotkin,Democrat,89,132,25,246
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Mike Rogers,Republican,313,148,98,559
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,Libertarian,3,1,0,4
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Dave Stein,U.S. Taxpayers,3,3,3,9
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,Green,1,0,0,1
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Doug Dern,Natural Law,1,0,0,1
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Write-in,,1,0,0,1
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",U.S. Senate,,Under Vote Count,,9,8,4,21
Delta,"Escanaba Township, Precinct 2",U.S. House,1,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",U.S. House,1,Callie Barr,Democrat,104,130,25,259
Delta,"Escanaba Township, Precinct 2",U.S. House,1,Jack Bergman,Republican,288,156,97,541
Delta,"Escanaba Township, Precinct 2",U.S. House,1,Andrew Gale,Libertarian,2,1,1,4
Delta,"Escanaba Township, Precinct 2",U.S. House,1,Liz Hakola,Working Class,14,2,5,21
Delta,"Escanaba Township, Precinct 2",U.S. House,1,Write-in,,2,0,0,2
Delta,"Escanaba Township, Precinct 2",U.S. House,1,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",U.S. House,1,Under Vote Count,,10,3,2,15
Delta,"Escanaba Township, Precinct 2",State House,108,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",State House,108,Christiana Reynolds,Democrat,98,129,24,251
Delta,"Escanaba Township, Precinct 2",State House,108,David Prestin,Republican,294,149,97,540
Delta,"Escanaba Township, Precinct 2",State House,108,Kayla Wikstrom,Libertarian,12,3,3,18
Delta,"Escanaba Township, Precinct 2",State House,108,Write-in,,1,0,0,1
Delta,"Escanaba Township, Precinct 2",State House,108,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",State House,108,Under Vote Count,,15,11,6,32
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Theodore Jones,Democrat,74,118,19,211
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,67,113,19,199
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Tom McMillin,Republican,267,123,85,475
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Nikki Snyder,Republican,260,125,87,472
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Scotty Boman,Libertarian,12,6,2,20
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,5,5,1,11
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,5,6,3,14
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Mary Anne Hering,Working Class,17,9,6,32
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Write-in,,4,0,0,4
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Member of the State Board of Education,,Under Vote Count,,129,79,38,246
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Denise Ilitch,Democrat,88,127,19,234
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,77,121,18,216
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Carl Meyers,Republican,264,127,91,482
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Sevag Vartanian,Republican,222,105,76,403
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,12,5,2,19
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,12,5,5,22
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Write-in,,6,0,0,6
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Regent of the University of Michigan,,Under Vote Count,,159,94,49,302
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,83,126,17,226
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,72,118,15,205
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Mike Balow,Republican,247,119,84,450
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Julie Maday,Republican,241,113,83,437
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Grant T. Baker,Libertarian,9,5,2,16
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,7,7,4,18
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,6,2,4,12
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,John Anthony La Pietra,Green,3,1,1,5
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Write-in,,6,0,0,6
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Trustee of Michigan State University,,Under Vote Count,,166,93,50,309
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Rasha Demashkieh,Democrat,69,111,17,197
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Mark T. Gaffney,Democrat,76,120,20,216
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Michael Busuito,Republican,249,123,81,453
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Sunny Reddy,Republican,232,114,80,426
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Farid Ishac,Libertarian,6,1,1,8
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,7,3,2,12
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Sami Makhoul,Green,3,1,0,4
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Suzanne Roehrig,Working Class,16,14,6,36
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Kathleen Oakford,Natural Law,5,3,2,10
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Write-in,,6,0,0,6
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Over Vote Count,,0,2,0,2
Delta,"Escanaba Township, Precinct 2",Governor of Wayne State University,,Under Vote Count,,171,92,51,314
Delta,"Escanaba Township, Precinct 2",County Prosecuting Attorney,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",County Prosecuting Attorney,,Lauren Wickman,Republican,336,194,98,628
Delta,"Escanaba Township, Precinct 2",County Prosecuting Attorney,,Write-in,,5,0,2,7
Delta,"Escanaba Township, Precinct 2",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",County Prosecuting Attorney,,Under Vote Count,,79,98,30,207
Delta,"Escanaba Township, Precinct 2",County Sheriff,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",County Sheriff,,Todd M. Tardiff,Republican,343,193,98,634
Delta,"Escanaba Township, Precinct 2",County Sheriff,,Write-in,,5,0,1,6
Delta,"Escanaba Township, Precinct 2",County Sheriff,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",County Sheriff,,Under Vote Count,,72,99,31,202
Delta,"Escanaba Township, Precinct 2",County Clerk and Register of Deeds,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",County Clerk and Register of Deeds,,Nancy Kolich Przewrocki,Republican,346,201,102,649
Delta,"Escanaba Township, Precinct 2",County Clerk and Register of Deeds,,Write-in,,3,0,1,4
Delta,"Escanaba Township, Precinct 2",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",County Clerk and Register of Deeds,,Under Vote Count,,71,91,27,189
Delta,"Escanaba Township, Precinct 2",County Treasurer,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",County Treasurer,,Sherry Godfrey,Republican,340,186,96,622
Delta,"Escanaba Township, Precinct 2",County Treasurer,,Write-in,,1,0,1,2
Delta,"Escanaba Township, Precinct 2",County Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",County Treasurer,,Under Vote Count,,79,106,33,218
Delta,"Escanaba Township, Precinct 2",County Road Commissioner,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",County Road Commissioner,,Bob Aschbacher,Democrat,223,187,54,464
Delta,"Escanaba Township, Precinct 2",County Road Commissioner,,Mark Asselin,Democrat,188,170,43,401
Delta,"Escanaba Township, Precinct 2",County Road Commissioner,,Write-in,,17,3,3,23
Delta,"Escanaba Township, Precinct 2",County Road Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",County Road Commissioner,,Under Vote Count,,412,224,160,796
Delta,"Escanaba Township, Precinct 2",County Drain Commissioner,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",County Drain Commissioner,,Dean Auger,Republican,328,187,93,608
Delta,"Escanaba Township, Precinct 2",County Drain Commissioner,,Write-in,,2,0,2,4
Delta,"Escanaba Township, Precinct 2",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",County Drain Commissioner,,Under Vote Count,,90,105,35,230
Delta,"Escanaba Township, Precinct 2",County Surveyor,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",County Surveyor,,Terence S. Wanic,Republican,330,196,95,621
Delta,"Escanaba Township, Precinct 2",County Surveyor,,Write-in,,2,0,2,4
Delta,"Escanaba Township, Precinct 2",County Surveyor,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",County Surveyor,,Under Vote Count,,88,96,33,217
Delta,"Escanaba Township, Precinct 2",County Commissioner 3rd  District,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",County Commissioner 3rd  District,,Christine Williams,Republican,293,153,86,532
Delta,"Escanaba Township, Precinct 2",County Commissioner 3rd  District,,Myra Croasdell,No Party Affiliation,85,78,17,180
Delta,"Escanaba Township, Precinct 2",County Commissioner 3rd  District,,Write-in,,1,1,1,3
Delta,"Escanaba Township, Precinct 2",County Commissioner 3rd  District,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",County Commissioner 3rd  District,,Under Vote Count,,41,60,26,127
Delta,"Escanaba Township, Precinct 2",Escanaba Township Supervisor,,Ballots Cast,,420,292,130,842
