county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,Mark T. Gaffney,DEM,294,278,0,16
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,Michael Busuito,REP,565,513,0,52
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,Sunny Reddy,REP,530,483,0,47
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,Farid Ishac,LIB,17,17,0,0
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,William Mohr II,UST,16,13,0,3
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,Sami Makhoul,GRN,6,6,0,0
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,Suzanne Roehrig,WCP,38,36,0,2
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,Kathleen Oakford,NLP,9,9,0,0
Bay,Garfield Township Precinct 1,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,County Executive Bay County,,Jim Barcia,DEM,385,366,0,19
Bay,Garfield Township Precinct 1,County Executive Bay County,,Kevin Shark,REP,590,538,0,52
Bay,Garfield Township Precinct 1,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,328,313,0,15
Bay,Garfield Township Precinct 1,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,660,604,0,56
Bay,Garfield Township Precinct 1,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Sheriff Bay County,,Troy R. Cunningham,DEM,628,586,0,42
Bay,Garfield Township Precinct 1,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Clerk Bay County,,Kathleen Zanotti,DEM,564,530,0,34
Bay,Garfield Township Precinct 1,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Treasurer Bay County,,Weston Prince,DEM,553,520,0,33
Bay,Garfield Township Precinct 1,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Register of Deeds Bay County,,Brandon D. Krause,DEM,605,569,0,36
Bay,Garfield Township Precinct 1,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,County Road Commissioner Bay County,,Michael J. Maillette,DEM,300,284,0,16
Bay,Garfield Township Precinct 1,County Road Commissioner Bay County,,Bill Schumacher,REP,685,630,0,55
Bay,Garfield Township Precinct 1,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Drain Commissioner Bay County,,Bill Jordan,DEM,273,263,0,10
Bay,Garfield Township Precinct 1,Drain Commissioner Bay County,,Michael Rivard,REP,726,665,0,61
Bay,Garfield Township Precinct 1,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,County Commissioner County Commissioner District 01,,Kathy Niemiec,REP,779,715,0,64
Bay,Garfield Township Precinct 1,County Commissioner County Commissioner District 01,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Supervisor Garfield Township,,James A. Dubay,REP,818,752,0,66
Bay,Garfield Township Precinct 1,Supervisor Garfield Township,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Clerk Garfield Township,,Sean A. Gorman,,551,512,0,39
Bay,Garfield Township Precinct 1,Clerk Garfield Township,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Treasurer Garfield Township,,Karen Snyder,REP,822,756,0,66
Bay,Garfield Township Precinct 1,Treasurer Garfield Township,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Trustee Garfield Township,,Amy Bromberg,REP,629,569,0,60
Bay,Garfield Township Precinct 1,Trustee Garfield Township,,Paul Niemiec,REP,595,542,0,53
Bay,Garfield Township Precinct 1,Trustee Garfield Township,,Thomas E. Gradowski,,276,264,0,12
Bay,Garfield Township Precinct 1,Trustee Garfield Township,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Justice of Supreme Court Supreme Court,,Andrew Fink,,374,341,0,33
Bay,Garfield Township Precinct 1,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,379,356,0,23
Bay,Garfield Township Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,380,355,0,25
Bay,Garfield Township Precinct 1,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,366,336,0,30
Bay,Garfield Township Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,537,500,0,37
Bay,Garfield Township Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,524,490,0,34
Bay,Garfield Township Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,563,527,0,36
Bay,Garfield Township Precinct 1,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Judge of District Court 74th District,,Timothy J. Kelly,,569,532,0,37
Bay,Garfield Township Precinct 1,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,557,520,0,37
Bay,Garfield Township Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,524,490,0,34
Bay,Garfield Township Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Alexis S. Thomas,,516,485,0,31
Bay,Garfield Township Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Local School District Board Member Pinconning Area Schools,,Paul Grzegorczyk,,590,544,0,46
Bay,Garfield Township Precinct 1,Local School District Board Member Pinconning Area Schools,,Write-ins,,0,0,0,0
Bay,Garfield Township Precinct 1,Local School District Board Member Pinconning Area Schools,,Write-ins,,2,2,0,0
Bay,Garfield Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,262,242,0,20
Bay,Garfield Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,692,646,0,46
Bay,Garfield Township Precinct 1,Mosquito Control Millage Renewal Bay County,,Yes,,748,697,0,51
Bay,Garfield Township Precinct 1,Mosquito Control Millage Renewal Bay County,,No,,231,215,0,16
Bay,Garfield Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,425,401,0,24
Bay,Garfield Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,533,491,0,42
Bay,Gibson Township Precinct 1,Registered Voters - Total,,,,934,,,
Bay,Gibson Township Precinct 1,Ballots Cast - Total,,,,634,615,0,19
Bay,Gibson Township Precinct 1,Ballots Cast - Blank,,,,0,0,0,0
Bay,Gibson Township Precinct 1,Straight Party Ticket,,Democrat,DEM,64,59,0,5
Bay,Gibson Township Precinct 1,Straight Party Ticket,,Republican,REP,223,221,0,2
Bay,Gibson Township Precinct 1,Straight Party Ticket,,Libertarian,LIB,3,3,0,0
Bay,Gibson Township Precinct 1,Straight Party Ticket,,U.S. Taxpayers,UST,1,1,0,0
Bay,Gibson Township Precinct 1,Straight Party Ticket,,Green,GRN,0,0,0,0
Bay,Gibson Township Precinct 1,Straight Party Ticket,,Working Class,WCP,3,3,0,0
Bay,Gibson Township Precinct 1,Straight Party Ticket,,Natural Law,NLP,0,0,0,0
Bay,Gibson Township Precinct 1,President,,Kamala D. Harris,DEM,150,142,0,8
Bay,Gibson Township Precinct 1,President,,Donald J. Trump,REP,473,462,0,11
Bay,Gibson Township Precinct 1,President,,Chase Oliver,LIB,1,1,0,0
Bay,Gibson Township Precinct 1,President,,Randall Terry,UST,0,0,0,0
Bay,Gibson Township Precinct 1,President,,Jill Stein,GRN,3,3,0,0
Bay,Gibson Township Precinct 1,President,,"Robert F. Kennedy, Jr.",NLP,3,3,0,0
Bay,Gibson Township Precinct 1,President,,Joseph Kishore,,0,0,0,0
Bay,Gibson Township Precinct 1,President,,Cornel West,,0,0,0,0
Bay,Gibson Township Precinct 1,President,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,U.S. Senate,,Elissa Slotkin,DEM,164,156,0,8
Bay,Gibson Township Precinct 1,U.S. Senate,,Mike Rogers,REP,428,420,0,8
Bay,Gibson Township Precinct 1,U.S. Senate,,Joseph Solis-Mullen,LIB,9,9,0,0
Bay,Gibson Township Precinct 1,U.S. Senate,,Dave Stein,UST,7,7,0,0
Bay,Gibson Township Precinct 1,U.S. Senate,,Douglas P. Marsh,GRN,3,3,0,0
Bay,Gibson Township Precinct 1,U.S. Senate,,Doug Dern,NLP,2,2,0,0
Bay,Gibson Township Precinct 1,U.S. Senate,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,U.S. House,8,Kristen McDonald Rivet,DEM,183,175,0,8
Bay,Gibson Township Precinct 1,U.S. House,8,Paul Junge,REP,395,386,0,9
Bay,Gibson Township Precinct 1,U.S. House,8,Steve Barcelo,LIB,12,12,0,0
Bay,Gibson Township Precinct 1,U.S. House,8,James Allen Little,UST,5,5,0,0
Bay,Gibson Township Precinct 1,U.S. House,8,Jim Casha,GRN,2,2,0,0
Bay,Gibson Township Precinct 1,U.S. House,8,Kathy Goodwin,WCP,16,16,0,0
Bay,Gibson Township Precinct 1,U.S. House,8,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,State House,99,Jon LeRoux,DEM,148,140,0,8
Bay,Gibson Township Precinct 1,State House,99,Mike Hoadley,REP,441,432,0,9
Bay,Gibson Township Precinct 1,State House,99,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Theodore Jones,DEM,130,123,0,7
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,132,125,0,7
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Tom McMillin,REP,358,354,0,4
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Nikki Snyder,REP,379,371,0,8
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Scotty Boman,LIB,20,20,0,0
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Ted Gerrard,UST,11,11,0,0
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Christine C. Schwartz,UST,14,12,0,2
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Mary Anne Hering,WCP,26,26,0,0
Bay,Gibson Township Precinct 1,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,134,126,0,8
Bay,Gibson Township Precinct 1,Regent of the University of Michigan State,,Denise Ilitch,DEM,149,141,0,8
Bay,Gibson Township Precinct 1,Regent of the University of Michigan State,,Carl Meyers,REP,372,368,0,4
Bay,Gibson Township Precinct 1,Regent of the University of Michigan State,,Sevag Vartanian,REP,309,305,0,4
Bay,Gibson Township Precinct 1,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,23,23,0,0
Bay,Gibson Township Precinct 1,Regent of the University of Michigan State,,Donna M. Oetman,UST,27,25,0,2
Bay,Gibson Township Precinct 1,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,146,139,0,7
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,126,119,0,7
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,Mike Balow,REP,362,358,0,4
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,Julie Maday,REP,342,337,0,5
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,Grant T. Baker,LIB,11,9,0,2
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,Janet M. Sanger,UST,16,15,0,1
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,John Paul Sanger,UST,17,17,0,0
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,8,8,0,0
Bay,Gibson Township Precinct 1,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Rasha Demashkieh,DEM,114,108,0,6
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Mark T. Gaffney,DEM,138,130,0,8
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Michael Busuito,REP,369,365,0,4
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Sunny Reddy,REP,332,328,0,4
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Farid Ishac,LIB,11,10,0,1
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,William Mohr II,UST,11,10,0,1
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Sami Makhoul,GRN,3,3,0,0
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Suzanne Roehrig,WCP,30,28,0,2
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Kathleen Oakford,NLP,5,5,0,0
Bay,Gibson Township Precinct 1,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,County Executive Bay County,,Jim Barcia,DEM,181,173,0,8
Bay,Gibson Township Precinct 1,County Executive Bay County,,Kevin Shark,REP,386,379,0,7
Bay,Gibson Township Precinct 1,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,202,194,0,8
Bay,Gibson Township Precinct 1,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,394,386,0,8
Bay,Gibson Township Precinct 1,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Sheriff Bay County,,Troy R. Cunningham,DEM,348,337,0,11
Bay,Gibson Township Precinct 1,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Clerk Bay County,,Kathleen Zanotti,DEM,326,315,0,11
Bay,Gibson Township Precinct 1,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Treasurer Bay County,,Weston Prince,DEM,320,309,0,11
Bay,Gibson Township Precinct 1,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Register of Deeds Bay County,,Brandon D. Krause,DEM,332,321,0,11
Bay,Gibson Township Precinct 1,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,County Road Commissioner Bay County,,Michael J. Maillette,DEM,164,157,0,7
Bay,Gibson Township Precinct 1,County Road Commissioner Bay County,,Bill Schumacher,REP,425,416,0,9
Bay,Gibson Township Precinct 1,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Drain Commissioner Bay County,,Bill Jordan,DEM,153,145,0,8
Bay,Gibson Township Precinct 1,Drain Commissioner Bay County,,Michael Rivard,REP,441,432,0,9
Bay,Gibson Township Precinct 1,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,County Commissioner County Commissioner District 01,,Kathy Niemiec,REP,483,473,0,10
Bay,Gibson Township Precinct 1,County Commissioner County Commissioner District 01,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Supervisor Gibson Township,,Matthew Bayne,,381,367,0,14
Bay,Gibson Township Precinct 1,Supervisor Gibson Township,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Clerk Gibson Township,,Christine Cousineau,REP,477,467,0,10
Bay,Gibson Township Precinct 1,Clerk Gibson Township,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Treasurer Gibson Township,,Sherri Droptiny,REP,500,489,0,11
Bay,Gibson Township Precinct 1,Treasurer Gibson Township,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Trustee Gibson Township,,Katie McLincha,REP,466,455,0,11
Bay,Gibson Township Precinct 1,Trustee Gibson Township,,Samantha Witzke,REP,432,426,0,6
Bay,Gibson Township Precinct 1,Trustee Gibson Township,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Justice of Supreme Court Supreme Court,,Andrew Fink,,194,192,0,2
Bay,Gibson Township Precinct 1,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,222,211,0,11
Bay,Gibson Township Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,192,181,0,11
Bay,Gibson Township Precinct 1,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,221,218,0,3
Bay,Gibson Township Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,322,312,0,10
Bay,Gibson Township Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,306,297,0,9
Bay,Gibson Township Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,328,316,0,12
Bay,Gibson Township Precinct 1,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Judge of District Court 74th District,,Timothy J. Kelly,,328,319,0,9
Bay,Gibson Township Precinct 1,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,312,305,0,7
Bay,Gibson Township Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,301,294,0,7
Bay,Gibson Township Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Alexis S. Thomas,,296,289,0,7
Bay,Gibson Township Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Local School District Board Member Standish-Sterling Community Schools,,Kevin Noffsinger,,143,139,0,4
Bay,Gibson Township Precinct 1,Local School District Board Member Standish-Sterling Community Schools,,Curt Ratajczak,,181,180,0,1
Bay,Gibson Township Precinct 1,Local School District Board Member Standish-Sterling Community Schools,,Allen Schmidt,,197,192,0,5
Bay,Gibson Township Precinct 1,Local School District Board Member Standish-Sterling Community Schools,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Local School District Board Member Standish-Sterling Community Schools,,Dennis Kolevar,,224,219,0,5
Bay,Gibson Township Precinct 1,Local School District Board Member Standish-Sterling Community Schools,,Annette Ratajczak,,222,218,0,4
Bay,Gibson Township Precinct 1,Local School District Board Member Standish-Sterling Community Schools,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Local School District Board Member Pinconning Area Schools,,Paul Grzegorczyk,,105,100,0,5
Bay,Gibson Township Precinct 1,Local School District Board Member Pinconning Area Schools,,Write-ins,,1,1,0,0
Bay,Gibson Township Precinct 1,Local School District Board Member Pinconning Area Schools,,Write-ins,,0,0,0,0
Bay,Gibson Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,139,134,0,5
Bay,Gibson Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,396,386,0,10
Bay,Gibson Township Precinct 1,Mosquito Control Millage Renewal Bay County,,Yes,,436,423,0,13
Bay,Gibson Township Precinct 1,Mosquito Control Millage Renewal Bay County,,No,,123,122,0,1
Bay,Gibson Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,239,228,0,11
Bay,Gibson Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,306,303,0,3
Bay,Hampton Township Precinct 1,Registered Voters - Total,,,,976,,,
Bay,Hampton Township Precinct 1,Ballots Cast - Total,,,,732,330,294,108
Bay,Hampton Township Precinct 1,Ballots Cast - Blank,,,,0,0,0,0
Bay,Hampton Township Precinct 1,Straight Party Ticket,,Democrat,DEM,166,52,93,21
Bay,Hampton Township Precinct 1,Straight Party Ticket,,Republican,REP,164,81,49,34
Bay,Hampton Township Precinct 1,Straight Party Ticket,,Libertarian,LIB,1,1,0,0
Bay,Hampton Township Precinct 1,Straight Party Ticket,,U.S. Taxpayers,UST,0,0,0,0
Bay,Hampton Township Precinct 1,Straight Party Ticket,,Green,GRN,0,0,0,0
Bay,Hampton Township Precinct 1,Straight Party Ticket,,Working Class,WCP,1,1,0,0
Bay,Hampton Township Precinct 1,Straight Party Ticket,,Natural Law,NLP,0,0,0,0
Bay,Hampton Township Precinct 1,President,,Kamala D. Harris,DEM,316,107,169,40
Bay,Hampton Township Precinct 1,President,,Donald J. Trump,REP,408,220,121,67
Bay,Hampton Township Precinct 1,President,,Chase Oliver,LIB,1,1,0,0
Bay,Hampton Township Precinct 1,President,,Randall Terry,UST,0,0,0,0
Bay,Hampton Township Precinct 1,President,,Jill Stein,GRN,1,1,0,0
Bay,Hampton Township Precinct 1,President,,"Robert F. Kennedy, Jr.",NLP,2,0,2,0
Bay,Hampton Township Precinct 1,President,,Joseph Kishore,,0,0,0,0
Bay,Hampton Township Precinct 1,President,,Cornel West,,0,0,0,0
Bay,Hampton Township Precinct 1,President,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,U.S. Senate,,Elissa Slotkin,DEM,330,117,170,43
Bay,Hampton Township Precinct 1,U.S. Senate,,Mike Rogers,REP,378,199,115,64
Bay,Hampton Township Precinct 1,U.S. Senate,,Joseph Solis-Mullen,LIB,3,2,1,0
Bay,Hampton Township Precinct 1,U.S. Senate,,Dave Stein,UST,5,4,1,0
Bay,Hampton Township Precinct 1,U.S. Senate,,Douglas P. Marsh,GRN,0,0,0,0
Bay,Hampton Township Precinct 1,U.S. Senate,,Doug Dern,NLP,2,0,2,0
Bay,Hampton Township Precinct 1,U.S. Senate,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,U.S. House,8,Kristen McDonald Rivet,DEM,357,137,176,44
Bay,Hampton Township Precinct 1,U.S. House,8,Paul Junge,REP,347,177,109,61
Bay,Hampton Township Precinct 1,U.S. House,8,Steve Barcelo,LIB,6,4,1,1
Bay,Hampton Township Precinct 1,U.S. House,8,James Allen Little,UST,2,1,1,0
Bay,Hampton Township Precinct 1,U.S. House,8,Jim Casha,GRN,0,0,0,0
Bay,Hampton Township Precinct 1,U.S. House,8,Kathy Goodwin,WCP,9,4,4,1
Bay,Hampton Township Precinct 1,U.S. House,8,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,State House,96,"Rudy M. Howard, Jr.",DEM,281,93,148,40
Bay,Hampton Township Precinct 1,State House,96,Timothy Beson,REP,430,224,141,65
Bay,Hampton Township Precinct 1,State House,96,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Theodore Jones,DEM,276,90,151,35
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,262,85,144,33
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Tom McMillin,REP,324,159,108,57
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Nikki Snyder,REP,343,174,109,60
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Scotty Boman,LIB,17,10,5,2
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Ted Gerrard,UST,7,4,1,2
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Christine C. Schwartz,UST,6,4,2,0
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Mary Anne Hering,WCP,24,20,3,1
Bay,Hampton Township Precinct 1,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,262,88,143,31
Bay,Hampton Township Precinct 1,Regent of the University of Michigan State,,Denise Ilitch,DEM,293,102,157,34
Bay,Hampton Township Precinct 1,Regent of the University of Michigan State,,Carl Meyers,REP,332,168,104,60
Bay,Hampton Township Precinct 1,Regent of the University of Michigan State,,Sevag Vartanian,REP,302,148,98,56
Bay,Hampton Township Precinct 1,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,16,10,4,2
Bay,Hampton Township Precinct 1,Regent of the University of Michigan State,,Donna M. Oetman,UST,16,9,7,0
Bay,Hampton Township Precinct 1,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,278,93,152,33
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,258,82,143,33
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,Mike Balow,REP,323,161,103,59
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,Julie Maday,REP,326,162,104,60
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,Grant T. Baker,LIB,13,9,3,1
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,Janet M. Sanger,UST,14,12,2,0
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,John Paul Sanger,UST,8,6,2,0
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,4,2,2,0
Bay,Hampton Township Precinct 1,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Rasha Demashkieh,DEM,249,78,140,31
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Mark T. Gaffney,DEM,278,93,152,33
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Michael Busuito,REP,333,165,109,59
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Sunny Reddy,REP,309,158,98,53
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Farid Ishac,LIB,9,6,2,1
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,William Mohr II,UST,6,4,2,0
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Sami Makhoul,GRN,1,1,0,0
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Suzanne Roehrig,WCP,14,10,4,0
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Kathleen Oakford,NLP,2,2,0,0
Bay,Hampton Township Precinct 1,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,County Executive Bay County,,Jim Barcia,DEM,361,126,190,45
Bay,Hampton Township Precinct 1,County Executive Bay County,,Kevin Shark,REP,313,165,89,59
Bay,Hampton Township Precinct 1,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,310,110,165,35
Bay,Hampton Township Precinct 1,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,384,199,116,69
