county,precinct,office,district,party,candidate,votes,election,early_voting,absentee
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Trustee of Michigan State University,,LIB,Grant T. Baker,65,35,16,14
Eaton,"City of Eaton Rapids, Precinct 1",Trustee of Michigan State University,,LIB,Grant T. Baker,38,26,3,9
Eaton,"City of Eaton Rapids, Precinct 2",Trustee of Michigan State University,,LIB,Grant T. Baker,30,21,5,4
Eaton,"City of Eaton Rapids, Precinct 3",Trustee of Michigan State University,,LIB,Grant T. Baker,23,16,2,5
Eaton,"City of Grand Ledge, Precinct 1",Trustee of Michigan State University,,LIB,Grant T. Baker,41,26,4,11
Eaton,"City of Grand Ledge, Precinct 2",Trustee of Michigan State University,,LIB,Grant T. Baker,36,22,3,11
Eaton,"City of Grand Ledge, Precinct 3",Trustee of Michigan State University,,LIB,Grant T. Baker,29,19,1,9
Eaton,"City of Grand Ledge, Precinct 4",Trustee of Michigan State University,,LIB,Grant T. Baker,19,9,4,6
Eaton,"City of Olivet, Precinct 1",Trustee of Michigan State University,,LIB,Grant T. Baker,18,18,0,0
Eaton,"City of Potterville, Precinct 1",Trustee of Michigan State University,,LIB,Grant T. Baker,49,34,2,13
Eaton,"City of Lansing, 3-22",Trustee of Michigan State University,,LIB,Grant T. Baker,42,21,7,14
Eaton,"Bellevue Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,51,33,4,14
Eaton,"Benton Charter Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,53,29,7,17
Eaton,"Brookfield Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,21,16,1,4
Eaton,"Carmel Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,36,11,9,16
Eaton,"Chester Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,22,12,2,8
Eaton,"Delta Charter Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,16,8,3,5
Eaton,"Delta Charter Township, Precinct 2",Trustee of Michigan State University,,UST,Janet M. Sanger,16,5,3,8
Eaton,"Delta Charter Township, Precinct 3",Trustee of Michigan State University,,UST,Janet M. Sanger,13,5,3,5
Eaton,"Delta Charter Township, Precinct 4",Trustee of Michigan State University,,UST,Janet M. Sanger,18,5,5,8
Eaton,"Delta Charter Township, Precinct 5",Trustee of Michigan State University,,UST,Janet M. Sanger,24,12,2,10
Eaton,"Delta Charter Township, Precinct 6",Trustee of Michigan State University,,UST,Janet M. Sanger,60,33,10,17
Eaton,"Delta Charter Township, Precinct 7",Trustee of Michigan State University,,UST,Janet M. Sanger,38,17,7,14
Eaton,"Delta Charter Township, Precinct 8",Trustee of Michigan State University,,UST,Janet M. Sanger,32,15,3,14
Eaton,"Delta Charter Township, Precinct 11",Trustee of Michigan State University,,UST,Janet M. Sanger,21,8,0,13
Eaton,"Delta Charter Township, Precinct 12",Trustee of Michigan State University,,UST,Janet M. Sanger,16,9,3,4
Eaton,"Delta Charter Township, Precinct 13",Trustee of Michigan State University,,UST,Janet M. Sanger,11,2,2,7
Eaton,"Delta Charter Township, Precinct 14",Trustee of Michigan State University,,UST,Janet M. Sanger,19,7,4,8
Eaton,"Delta Charter Township, Precinct 15",Trustee of Michigan State University,,UST,Janet M. Sanger,17,6,2,9
Eaton,"Delta Charter Township, Precinct 16",Trustee of Michigan State University,,UST,Janet M. Sanger,66,29,10,27
Eaton,"Eaton Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,67,23,9,35
Eaton,"Eaton Rapids Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,55,19,14,22
Eaton,"Hamlin Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,50,30,8,12
Eaton,"Kalamo Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,18,11,0,7
Eaton,"Kalamo Township, Precinct 2",Trustee of Michigan State University,,UST,Janet M. Sanger,19,8,4,7
Eaton,"Oneida Charter Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,63,33,2,28
Eaton,"Roxand Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,29,21,3,5
Eaton,"Sunfield Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,23,15,1,7
Eaton,"Vermontville Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,32,30,2,0
Eaton,"Walton Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,29,20,5,4
Eaton,"Windsor Charter Township, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,39,18,4,17
Eaton,"Windsor Charter Township, Precinct 2",Trustee of Michigan State University,,UST,Janet M. Sanger,47,22,4,21
Eaton,"Windsor Charter Township, Precinct 3",Trustee of Michigan State University,,UST,Janet M. Sanger,39,20,5,14
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,56,26,11,19
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,41,16,5,20
Eaton,"City of Eaton Rapids, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,24,14,2,8
Eaton,"City of Eaton Rapids, Precinct 2",Trustee of Michigan State University,,UST,Janet M. Sanger,22,14,1,7
Eaton,"City of Eaton Rapids, Precinct 3",Trustee of Michigan State University,,UST,Janet M. Sanger,19,12,1,6
Eaton,"City of Grand Ledge, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,32,12,4,16
Eaton,"City of Grand Ledge, Precinct 2",Trustee of Michigan State University,,UST,Janet M. Sanger,35,17,4,14
Eaton,"City of Grand Ledge, Precinct 3",Trustee of Michigan State University,,UST,Janet M. Sanger,20,11,0,9
Eaton,"City of Grand Ledge, Precinct 4",Trustee of Michigan State University,,UST,Janet M. Sanger,11,6,1,4
Eaton,"City of Olivet, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,13,12,1,0
Eaton,"City of Potterville, Precinct 1",Trustee of Michigan State University,,UST,Janet M. Sanger,60,37,6,17
Eaton,"City of Lansing, 3-22",Trustee of Michigan State University,,UST,Janet M. Sanger,52,23,4,25
Eaton,"Bellevue Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,36,21,7,8
Eaton,"Benton Charter Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,39,24,6,9
Eaton,"Brookfield Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,17,15,1,1
Eaton,"Carmel Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,30,15,3,12
Eaton,"Chester Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,21,9,4,8
Eaton,"Delta Charter Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,8,3,1,4
Eaton,"Delta Charter Township, Precinct 2",Trustee of Michigan State University,,UST,John Paul Sanger,15,6,6,3
Eaton,"Delta Charter Township, Precinct 3",Trustee of Michigan State University,,UST,John Paul Sanger,8,4,2,2
Eaton,"Delta Charter Township, Precinct 4",Trustee of Michigan State University,,UST,John Paul Sanger,10,3,4,3
Eaton,"Delta Charter Township, Precinct 5",Trustee of Michigan State University,,UST,John Paul Sanger,15,7,3,5
Eaton,"Delta Charter Township, Precinct 6",Trustee of Michigan State University,,UST,John Paul Sanger,29,21,4,4
Eaton,"Delta Charter Township, Precinct 7",Trustee of Michigan State University,,UST,John Paul Sanger,16,5,3,8
Eaton,"Delta Charter Township, Precinct 8",Trustee of Michigan State University,,UST,John Paul Sanger,19,8,5,6
Eaton,"Delta Charter Township, Precinct 11",Trustee of Michigan State University,,UST,John Paul Sanger,9,5,0,4
Eaton,"Delta Charter Township, Precinct 12",Trustee of Michigan State University,,UST,John Paul Sanger,14,7,4,3
Eaton,"Delta Charter Township, Precinct 13",Trustee of Michigan State University,,UST,John Paul Sanger,5,2,2,1
Eaton,"Delta Charter Township, Precinct 14",Trustee of Michigan State University,,UST,John Paul Sanger,10,5,3,2
Eaton,"Delta Charter Township, Precinct 15",Trustee of Michigan State University,,UST,John Paul Sanger,14,8,2,4
Eaton,"Delta Charter Township, Precinct 16",Trustee of Michigan State University,,UST,John Paul Sanger,44,26,3,15
Eaton,"Eaton Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,61,33,11,17
Eaton,"Eaton Rapids Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,51,29,8,14
Eaton,"Hamlin Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,40,25,6,9
Eaton,"Kalamo Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,13,8,1,4
Eaton,"Kalamo Township, Precinct 2",Trustee of Michigan State University,,UST,John Paul Sanger,10,5,0,5
Eaton,"Oneida Charter Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,42,27,2,13
Eaton,"Roxand Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,28,20,3,5
Eaton,"Sunfield Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,24,18,1,5
Eaton,"Vermontville Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,25,25,0,0
Eaton,"Walton Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,28,21,6,1
Eaton,"Windsor Charter Township, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,30,18,5,7
Eaton,"Windsor Charter Township, Precinct 2",Trustee of Michigan State University,,UST,John Paul Sanger,31,16,3,12
Eaton,"Windsor Charter Township, Precinct 3",Trustee of Michigan State University,,UST,John Paul Sanger,20,12,3,5
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,48,29,4,15
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,40,22,3,15
Eaton,"City of Eaton Rapids, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,19,11,4,4
Eaton,"City of Eaton Rapids, Precinct 2",Trustee of Michigan State University,,UST,John Paul Sanger,16,12,1,3
Eaton,"City of Eaton Rapids, Precinct 3",Trustee of Michigan State University,,UST,John Paul Sanger,10,8,0,2
Eaton,"City of Grand Ledge, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,26,15,4,7
Eaton,"City of Grand Ledge, Precinct 2",Trustee of Michigan State University,,UST,John Paul Sanger,25,15,5,5
Eaton,"City of Grand Ledge, Precinct 3",Trustee of Michigan State University,,UST,John Paul Sanger,13,11,0,2
Eaton,"City of Grand Ledge, Precinct 4",Trustee of Michigan State University,,UST,John Paul Sanger,11,7,0,4
Eaton,"City of Olivet, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,7,7,0,0
Eaton,"City of Potterville, Precinct 1",Trustee of Michigan State University,,UST,John Paul Sanger,35,27,2,6
Eaton,"City of Lansing, 3-22",Trustee of Michigan State University,,UST,John Paul Sanger,21,11,3,7
Eaton,"Bellevue Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,27,18,2,7
Eaton,"Benton Charter Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,23,10,4,9
Eaton,"Brookfield Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,12,10,1,1
Eaton,"Carmel Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,23,12,6,5
Eaton,"Chester Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,9,8,1,0
Eaton,"Delta Charter Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,17,4,5,8
Eaton,"Delta Charter Township, Precinct 2",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,10,4,2,4
Eaton,"Delta Charter Township, Precinct 3",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,23,6,7,10
Eaton,"Delta Charter Township, Precinct 4",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,18,8,6,4
Eaton,"Delta Charter Township, Precinct 5",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,22,7,5,10
Eaton,"Delta Charter Township, Precinct 6",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,64,33,9,22
Eaton,"Delta Charter Township, Precinct 7",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,35,21,6,8
Eaton,"Delta Charter Township, Precinct 8",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,31,17,2,12
Eaton,"Delta Charter Township, Precinct 11",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,14,6,1,7
Eaton,"Delta Charter Township, Precinct 12",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,13,8,3,2
Eaton,"Delta Charter Township, Precinct 13",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,15,5,3,7
Eaton,"Delta Charter Township, Precinct 14",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,9,3,4,2
Eaton,"Delta Charter Township, Precinct 15",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,25,10,3,12
Eaton,"Delta Charter Township, Precinct 16",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,49,25,3,21
Eaton,"Eaton Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,27,12,5,10
Eaton,"Eaton Rapids Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,24,11,4,9
Eaton,"Hamlin Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,35,21,6,8
Eaton,"Kalamo Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,11,6,1,4
Eaton,"Kalamo Township, Precinct 2",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,5,2,1,2
Eaton,"Oneida Charter Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,31,15,2,14
Eaton,"Roxand Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,16,8,1,7
Eaton,"Sunfield Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,15,12,0,3
Eaton,"Vermontville Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,11,11,0,0
Eaton,"Walton Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,14,8,1,5
Eaton,"Windsor Charter Township, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,31,16,1,14
Eaton,"Windsor Charter Township, Precinct 2",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,37,17,4,16
Eaton,"Windsor Charter Township, Precinct 3",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,32,17,6,9
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,41,25,6,10
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,31,12,7,12
Eaton,"City of Eaton Rapids, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,18,7,3,8
Eaton,"City of Eaton Rapids, Precinct 2",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,16,11,0,5
Eaton,"City of Eaton Rapids, Precinct 3",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,15,9,0,6
Eaton,"City of Grand Ledge, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,36,25,1,10
Eaton,"City of Grand Ledge, Precinct 2",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,23,12,3,8
Eaton,"City of Grand Ledge, Precinct 3",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,14,8,1,5
Eaton,"City of Grand Ledge, Precinct 4",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,8,4,0,4
Eaton,"City of Olivet, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,8,8,0,0
Eaton,"City of Potterville, Precinct 1",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,28,19,2,7
Eaton,"City of Lansing, 3-22",Trustee of Michigan State University,,GRN,John Anthony     La Pietra,33,15,7,11
Eaton,"Bellevue Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Carmel Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Chester Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Roxand Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Vermontville Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Walton Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 2",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Olivet, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Potterville, Precinct 1",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Lansing, 3-22",Trustee of Michigan State University,,,Unassigned write-ins,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,356,130,34,192
Eaton,"Benton Charter Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,505,158,59,288
Eaton,"Brookfield Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,171,61,38,72
Eaton,"Carmel Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,477,103,125,249
Eaton,"Chester Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,204,57,27,120
Eaton,"Delta Charter Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,584,110,103,371
Eaton,"Delta Charter Township, Precinct 2",Governor of Wayne State University,,DEM,Rasha Demashkieh,506,77,87,342
Eaton,"Delta Charter Township, Precinct 3",Governor of Wayne State University,,DEM,Rasha Demashkieh,491,95,138,258
Eaton,"Delta Charter Township, Precinct 4",Governor of Wayne State University,,DEM,Rasha Demashkieh,601,144,144,313
Eaton,"Delta Charter Township, Precinct 5",Governor of Wayne State University,,DEM,Rasha Demashkieh,766,125,139,502
Eaton,"Delta Charter Township, Precinct 6",Governor of Wayne State University,,DEM,Rasha Demashkieh,1503,481,251,771
Eaton,"Delta Charter Township, Precinct 7",Governor of Wayne State University,,DEM,Rasha Demashkieh,801,241,138,422
Eaton,"Delta Charter Township, Precinct 8",Governor of Wayne State University,,DEM,Rasha Demashkieh,893,274,181,438
Eaton,"Delta Charter Township, Precinct 11",Governor of Wayne State University,,DEM,Rasha Demashkieh,630,148,99,383
Eaton,"Delta Charter Township, Precinct 12",Governor of Wayne State University,,DEM,Rasha Demashkieh,568,161,85,322
Eaton,"Delta Charter Township, Precinct 13",Governor of Wayne State University,,DEM,Rasha Demashkieh,346,84,52,210
Eaton,"Delta Charter Township, Precinct 14",Governor of Wayne State University,,DEM,Rasha Demashkieh,447,105,79,263
Eaton,"Delta Charter Township, Precinct 15",Governor of Wayne State University,,DEM,Rasha Demashkieh,754,142,129,483
Eaton,"Delta Charter Township, Precinct 16",Governor of Wayne State University,,DEM,Rasha Demashkieh,1714,400,271,1043
Eaton,"Eaton Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,735,207,134,394
Eaton,"Eaton Rapids Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,695,201,67,427
Eaton,"Hamlin Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,640,232,68,340
Eaton,"Kalamo Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,100,41,9,50
Eaton,"Kalamo Township, Precinct 2",Governor of Wayne State University,,DEM,Rasha Demashkieh,108,41,12,55
Eaton,"Oneida Charter Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,843,238,81,524
Eaton,"Roxand Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,270,132,21,117
Eaton,"Sunfield Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,281,127,15,139
Eaton,"Vermontville Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,245,212,33,0
Eaton,"Walton Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,312,111,60,141
Eaton,"Windsor Charter Township, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,636,179,64,393
Eaton,"Windsor Charter Township, Precinct 2",Governor of Wayne State University,,DEM,Rasha Demashkieh,680,199,73,408
Eaton,"Windsor Charter Township, Precinct 3",Governor of Wayne State University,,DEM,Rasha Demashkieh,526,128,58,340
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,819,292,136,391
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,836,249,133,454
Eaton,"City of Eaton Rapids, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,272,115,22,135
Eaton,"City of Eaton Rapids, Precinct 2",Governor of Wayne State University,,DEM,Rasha Demashkieh,259,109,27,123
Eaton,"City of Eaton Rapids, Precinct 3",Governor of Wayne State University,,DEM,Rasha Demashkieh,360,145,39,176
Eaton,"City of Grand Ledge, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,653,276,54,323
Eaton,"City of Grand Ledge, Precinct 2",Governor of Wayne State University,,DEM,Rasha Demashkieh,651,250,43,358
Eaton,"City of Grand Ledge, Precinct 3",Governor of Wayne State University,,DEM,Rasha Demashkieh,457,170,40,247
Eaton,"City of Grand Ledge, Precinct 4",Governor of Wayne State University,,DEM,Rasha Demashkieh,432,124,41,267
Eaton,"City of Olivet, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,124,117,7,0
Eaton,"City of Potterville, Precinct 1",Governor of Wayne State University,,DEM,Rasha Demashkieh,477,200,66,211
Eaton,"City of Lansing, 3-22",Governor of Wayne State University,,DEM,Rasha Demashkieh,1298,459,256,583
Eaton,"Bellevue Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,387,148,34,205
Eaton,"Benton Charter Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,541,167,63,311
Eaton,"Brookfield Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,195,71,43,81
Eaton,"Carmel Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,502,106,128,268
Eaton,"Chester Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,223,59,28,136
Eaton,"Delta Charter Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,592,108,98,386
Eaton,"Delta Charter Township, Precinct 2",Governor of Wayne State University,,DEM,Mark T. Gaffney,523,85,82,356
Eaton,"Delta Charter Township, Precinct 3",Governor of Wayne State University,,DEM,Mark T. Gaffney,475,92,123,260
Eaton,"Delta Charter Township, Precinct 4",Governor of Wayne State University,,DEM,Mark T. Gaffney,600,148,135,317
Eaton,"Delta Charter Township, Precinct 5",Governor of Wayne State University,,DEM,Mark T. Gaffney,784,127,141,516
Eaton,"Delta Charter Township, Precinct 6",Governor of Wayne State University,,DEM,Mark T. Gaffney,1491,475,239,777
Eaton,"Delta Charter Township, Precinct 7",Governor of Wayne State University,,DEM,Mark T. Gaffney,793,227,133,433
Eaton,"Delta Charter Township, Precinct 8",Governor of Wayne State University,,DEM,Mark T. Gaffney,889,261,171,457
Eaton,"Delta Charter Township, Precinct 11",Governor of Wayne State University,,DEM,Mark T. Gaffney,622,144,104,374
Eaton,"Delta Charter Township, Precinct 12",Governor of Wayne State University,,DEM,Mark T. Gaffney,568,151,79,338
Eaton,"Delta Charter Township, Precinct 13",Governor of Wayne State University,,DEM,Mark T. Gaffney,363,91,55,217
Eaton,"Delta Charter Township, Precinct 14",Governor of Wayne State University,,DEM,Mark T. Gaffney,452,99,84,269
