county,office,district,party,last,first,middle,suffix,votes
WASHTENAW,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
WASHTENAW,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
WASHTENAW,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,2
WASHTENAW,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,3
WASHTENAW,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,42
WASHTENAW,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,535
WASHTENAW,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,2
WAYNE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,228993
WAYNE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,519444
WAYNE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,18801
WAYNE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,1718
WAYNE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,7784
WAYNE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,437
WAYNE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,4
WAYNE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,8
WAYNE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,6
WAYNE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,9
WAYNE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,38
WAYNE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,588
WAYNE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,8
WEXFORD,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,10000
WEXFORD,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,4436
WEXFORD,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,579
WEXFORD,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,62
WEXFORD,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,192
WEXFORD,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,10
WEXFORD,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
WEXFORD,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
WEXFORD,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,2
WEXFORD,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
WEXFORD,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
WEXFORD,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,17
WEXFORD,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
ALCONA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,3659
ALCONA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,2163
ALCONA,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,157
ALCONA,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,47
ALGER,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,2338
ALGER,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1883
ALGER,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,195
ALGER,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,69
ALPENA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,7729
ALPENA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,6105
ALPENA,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,467
ALPENA,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,151
ANTRIM,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,8315
ANTRIM,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,4539
ANTRIM,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,482
ANTRIM,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,189
BARAGA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1926
BARAGA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1307
BARAGA,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,173
BARAGA,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,39
BENZIE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,5413
BENZIE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,4281
BENZIE,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,324
BENZIE,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,142
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,8621
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,5241
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,404
CHARLEVOIX,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,231
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,7975
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,4889
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,462
CHEBOYGAN,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,164
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,8336
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,6259
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,507
CHIPPEWA,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,191
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,3895
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,2449
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,288
CRAWFORD,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,82
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,9752
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,7624
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,669
DELTA,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,184
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,7636
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,4648
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,529
DICKINSON,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,122
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,10872
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,7002
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,593
EMMET,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,307
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,3443
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,3388
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,224
GOGEBIC,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,109
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,28131
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,20186
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,1952
GD. TRAVERSE,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,835
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,8215
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,6461
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,645
HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,213
IRON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,3178
IRON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,2331
IRON,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,279
IRON,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,54
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,5428
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,2763
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,350
KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,130
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,799
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,536
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,67
KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,17
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,7545
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,6592
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,395
LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,182
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1573
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,837
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,90
LUCE,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,32
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,3433
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,2367
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,204
MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,69
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,6355
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,5378
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,461
MANISTEE,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,198
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,14074
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,16779
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,1417
MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,464
MASON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,2258
MASON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1442
MASON,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,149
MASON,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,54
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,5787
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,4024
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,404
MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,102
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,2963
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1664
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,217
MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,57
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,1800
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1421
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,156
ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,24
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,2466
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1300
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,180
OSCODA,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,37
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,7771
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,3937
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,503
OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,160
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,3930
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,2848
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,288
PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,68
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,REP,Bergman,Jack,,,2161
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,DEM,Johnson,Lon,,,1690
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,LIB,Bostow,Diane,,,155
SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,,GRN,Boal,Ellis,,,51
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,656
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,374
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,LIB,Haas,Erwin,J.,,24
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,UST,Graeser,Ronald,E.,,9
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,GRN,Brady,Matthew,A.,,10
ALLEGAN,2nd District Representative in Congress 2 Year Term (1) Position,,NPA,Arnold,Joshua,,,0
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,41374
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,28494
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,LIB,Haas,Erwin,J.,,2030
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,UST,Graeser,Ronald,E.,,509
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,GRN,Brady,Matthew,A.,,1276
KENT,2nd District Representative in Congress 2 Year Term (1) Position,,NPA,Arnold,Joshua,,,0
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,2990
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,1740
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,LIB,Haas,Erwin,J.,,122
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,UST,Graeser,Ronald,E.,,80
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,GRN,Brady,Matthew,A.,,115
LAKE,2nd District Representative in Congress 2 Year Term (1) Position,,NPA,Arnold,Joshua,,,8
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,6617
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,3411
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,LIB,Haas,Erwin,J.,,204
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,UST,Graeser,Ronald,E.,,82
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,GRN,Brady,Matthew,A.,,188
MASON,2nd District Representative in Congress 2 Year Term (1) Position,,NPA,Arnold,Joshua,,,0
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,38385
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,32819
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,LIB,Haas,Erwin,J.,,1800
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,UST,Graeser,Ronald,E.,,796
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,GRN,Brady,Matthew,A.,,1368
MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,,NPA,Arnold,Joshua,,,0
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,15308
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,5357
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,LIB,Haas,Erwin,J.,,521
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,UST,Graeser,Ronald,E.,,449
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,GRN,Brady,Matthew,A.,,365
NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,,NPA,Arnold,Joshua,,,0
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,7768
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,3287
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,LIB,Haas,Erwin,J.,,254
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,UST,Graeser,Ronald,E.,,128
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,GRN,Brady,Matthew,A.,,167
OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,,NPA,Arnold,Joshua,,,0
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,REP,Huizenga,Bill,,,99410
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,DEM,Murphy,Dennis,B.,,34909
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,LIB,Haas,Erwin,J.,,3199
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,UST,Graeser,Ronald,E.,,851
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,GRN,Brady,Matthew,A.,,1864
OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,,NPA,Arnold,Joshua,,,10
BARRY,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,20174
BARRY,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,8137
BARRY,3rd District Representative in Congress 2 Year Term (1) Position,,UST,Gerrard,Ted,,,1270
CALHOUN,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,31785
CALHOUN,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,22492
CALHOUN,3rd District Representative in Congress 2 Year Term (1) Position,,UST,Gerrard,Ted,,,2291
IONIA,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,17406
IONIA,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,7492
IONIA,3rd District Representative in Congress 2 Year Term (1) Position,,UST,Gerrard,Ted,,,1093
KENT,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,132870
KENT,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,89663
KENT,3rd District Representative in Congress 2 Year Term (1) Position,,UST,Gerrard,Ted,,,5706
MONTCALM,3rd District Representative in Congress 2 Year Term (1) Position,,REP,Amash,Justin,,,1310
MONTCALM,3rd District Representative in Congress 2 Year Term (1) Position,,DEM,Smith,Douglas,,,616
MONTCALM,3rd District Representative in Congress 2 Year Term (1) Position,,UST,Gerrard,Ted,,,60
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,8161
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,3872
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,286
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,245
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,143
CLARE,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,74
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,22103
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,14621
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,1188
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,583
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,405
CLINTON,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,173
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,7834
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,3550
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,232
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,201
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,105
GLADWIN,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,70
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,9833
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,4963
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,453
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,307
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,216
GRATIOT,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,91
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,12627
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,10011
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,685
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,418
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,458
ISABELLA,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,139
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,10125
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,5324
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,490
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,284
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,258
MECOSTA,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,87
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,26950
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,12669
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,1040
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,420
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,447
MIDLAND,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,125
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,5146
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,1468
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,167
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,117
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,84
MISSAUKEE,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,79
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,14906
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,6695
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,770
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,648
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,315
MONTCALM,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,160
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,6261
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,2829
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,207
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,224
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,158
OGEMAW,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,50
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,7007
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,2526
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,256
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,192
